ITTER107,Region,Age,Males_value,Females_value,Population_value
ITF6,Calabria,58,13455,14502,27957
ITF6,Calabria,59,13360,14297,27657
ITF6,Calabria,60,13049,13911,26960
ITF6,Calabria,61,12129,12927,25056
ITF6,Calabria,62,12620,13143,25763
ITF6,Calabria,63,12102,12773,24875
ITF6,Calabria,64,12021,12652,24673
ITF6,Calabria,65,11962,12513,24475
ITF6,Calabria,66,11269,11776,23045
ITF6,Calabria,67,10575,11170,21745
ITF6,Calabria,68,10693,11461,22154
ITF6,Calabria,69,10886,11583,22469
ITF6,Calabria,70,10811,11549,22360
ITF6,Calabria,71,10748,11735,22483
ITF6,Calabria,72,10411,11297,21708
ITF6,Calabria,73,9344,10387,19731
ITF6,Calabria,74,7222,8012,15234
ITF6,Calabria,75,7211,7914,15125
ITF6,Calabria,76,6829,7948,14777
ITF6,Calabria,77,6695,7810,14505
ITF6,Calabria,78,6307,7470,13777
ITF6,Calabria,79,6994,8514,15508
ITF6,Calabria,80,6570,8203,14773
ITF6,Calabria,81,5819,7815,13634
ITF6,Calabria,82,5411,7238,12649
ITF6,Calabria,83,4925,7067,11992
ITF6,Calabria,84,4693,6774,11467
ITF6,Calabria,85,4214,6282,10496
ITF6,Calabria,86,3942,5976,9918
ITF6,Calabria,87,3215,5408,8623
ITF6,Calabria,88,2741,4790,7531
ITF6,Calabria,89,2377,4260,6637
ITF6,Calabria,90,1817,3468,5285
ITF6,Calabria,91,1442,2853,4295
ITF6,Calabria,92,1091,2340,3431
ITF6,Calabria,93,859,1940,2799
ITF6,Calabria,94,618,1508,2126
ITF6,Calabria,95,461,1209,1670
ITF6,Calabria,96,321,881,1202
ITF6,Calabria,97,215,599,814
ITF6,Calabria,98,128,439,567
ITF6,Calabria,99,107,302,409
ITF6,Calabria,100 and over,102,358,460
ITF6,Calabria,Total,927732,966378,1894110
ITG1,Sicilia,0,19488,18195,37683
ITG1,Sicilia,1,20256,19203,39459
ITG1,Sicilia,2,20891,19611,40502
ITG1,Sicilia,3,20751,19838,40589
ITG1,Sicilia,4,21529,20374,41903
ITG1,Sicilia,5,22057,20915,42972
ITG1,Sicilia,6,21726,20690,42416
ITG1,Sicilia,7,22710,21832,44542
ITG1,Sicilia,8,22821,21821,44642
ITG1,Sicilia,9,23580,22622,46202
ITG1,Sicilia,10,24275,22932,47207
ITG1,Sicilia,11,24683,23379,48062
ITG1,Sicilia,12,24463,23301,47764
ITG1,Sicilia,13,25352,23396,48748
ITG1,Sicilia,14,25611,24088,49699
ITG1,Sicilia,15,26092,24534,50626
ITG1,Sicilia,16,25985,24631,50616
ITG1,Sicilia,17,26176,24719,50895
ITG1,Sicilia,18,27305,25070,52375
ITG1,Sicilia,19,28659,25340,53999
ITG1,Sicilia,20,28678,25985,54663
ITG1,Sicilia,21,28075,25643,53718
ITG1,Sicilia,22,28022,25752,53774
ITG1,Sicilia,23,27871,26180,54051
ITG1,Sicilia,24,27989,26453,54442
ITG1,Sicilia,25,28555,26938,55493
ITG1,Sicilia,26,29130,27961,57091
ITG1,Sicilia,27,30233,28989,59222
ITG1,Sicilia,28,29629,28535,58164
ITG1,Sicilia,29,29762,28777,58539
ITG1,Sicilia,30,29554,28983,58537
ITG1,Sicilia,31,29804,28980,58784
ITG1,Sicilia,32,28961,28320,57281
ITG1,Sicilia,33,29061,28271,57332
ITG1,Sicilia,34,29050,28774,57824
ITG1,Sicilia,35,29539,29453,58992
ITG1,Sicilia,36,29237,28994,58231
ITG1,Sicilia,37,30104,30026,60130
ITG1,Sicilia,38,30018,30211,60229
ITG1,Sicilia,39,31125,31282,62407
ITG1,Sicilia,40,31279,31818,63097
ITG1,Sicilia,41,32277,32617,64894
ITG1,Sicilia,42,32518,33320,65838
ITG1,Sicilia,43,34156,34892,69048
ITG1,Sicilia,44,35059,35749,70808
ITG1,Sicilia,45,36070,37287,73357
ITG1,Sicilia,46,35331,36689,72020
ITG1,Sicilia,47,35515,36900,72415
ITG1,Sicilia,48,35899,37950,73849
ITG1,Sicilia,49,35313,37800,73113
ITG1,Sicilia,50,36784,38684,75468
ITG1,Sicilia,51,36149,38350,74499
ITG1,Sicilia,52,36539,38690,75229
ITG1,Sicilia,53,36149,38539,74688
ITG1,Sicilia,54,35700,38390,74090
ITG1,Sicilia,55,36835,39178,76013
ITG1,Sicilia,56,34654,37217,71871
ITG1,Sicilia,57,34267,37317,71584
ITG1,Sicilia,58,33390,36380,69770
ITG1,Sicilia,59,33158,36595,69753
ITG1,Sicilia,60,31691,34474,66165
ITG1,Sicilia,61,30481,33517,63998
ITG1,Sicilia,62,30309,33475,63784
ITG1,Sicilia,63,29441,32703,62144
ITG1,Sicilia,64,29611,32169,61780
ITG1,Sicilia,65,28805,32276,61081
ITG1,Sicilia,66,26652,29500,56152
ITG1,Sicilia,67,26145,29250,55395
ITG1,Sicilia,68,25937,28659,54596
ITG1,Sicilia,69,26466,29640,56106
ITG1,Sicilia,70,26276,29773,56049
ITG1,Sicilia,71,26951,30604,57555
ITG1,Sicilia,72,26240,30044,56284
ITG1,Sicilia,73,23517,27529,51046
ITG1,Sicilia,74,19755,23006,42761
ITG1,Sicilia,75,18483,22064,40547
ITG1,Sicilia,76,17194,20955,38149
ITG1,Sicilia,77,16504,20735,37239
ITG1,Sicilia,78,16017,20565,36582
ITG1,Sicilia,79,17594,23159,40753
ITG1,Sicilia,80,16466,21729,38195
ITG1,Sicilia,81,14937,20477,35414
ITG1,Sicilia,82,12769,18005,30774
ITG1,Sicilia,83,11808,16991,28799
ITG1,Sicilia,84,10951,16390,27341
ITG1,Sicilia,85,10100,15647,25747
ITG1,Sicilia,86,8991,14285,23276
ITG1,Sicilia,87,7280,12422,19702
ITG1,Sicilia,88,6248,11220,17468
ITG1,Sicilia,89,5666,10748,16414
ITG1,Sicilia,90,4041,8157,12198
ITG1,Sicilia,91,3275,6976,10251
ITG1,Sicilia,92,2500,5317,7817
ITG1,Sicilia,93,1862,4577,6439
ITG1,Sicilia,94,1355,3483,4838
ITG1,Sicilia,95,988,2813,3801
ITG1,Sicilia,96,655,1859,2514
ITG1,Sicilia,97,452,1415,1867
ITG1,Sicilia,98,296,903,1199
ITG1,Sicilia,99,178,651,829
ITG1,Sicilia,100 and over,206,826,1032
ITG1,Sicilia,Total,2370942,2504348,4875290
ITG2,Sardegna,0,4424,4293,8717
ITG2,Sardegna,1,4754,4457,9211
ITG2,Sardegna,2,5176,4830,10006
ITG2,Sardegna,3,5408,5015,10423
ITG2,Sardegna,4,5717,5250,10967
ITG2,Sardegna,5,5828,5424,11252
ITG2,Sardegna,6,5970,5644,11614
ITG2,Sardegna,7,6331,5875,12206
ITG2,Sardegna,8,6609,6234,12843
ITG2,Sardegna,9,6865,6379,13244
ITG2,Sardegna,10,6938,6339,13277
ITG2,Sardegna,11,6848,6479,13327
ITG2,Sardegna,12,6801,6496,13297
ITG2,Sardegna,13,6961,6433,13394
ITG2,Sardegna,14,7017,6459,13476
ITG2,Sardegna,15,6891,6375,13266
ITG2,Sardegna,16,7117,6637,13754
ITG2,Sardegna,17,6949,6588,13537
ITG2,Sardegna,18,7132,6751,13883
ITG2,Sardegna,19,7597,6844,14441
ITG2,Sardegna,20,7690,6689,14379
ITG2,Sardegna,21,7575,6538,14113
ITG2,Sardegna,22,7587,6639,14226
ITG2,Sardegna,23,7779,6720,14499
ITG2,Sardegna,24,7940,6925,14865
ITG2,Sardegna,25,7930,7105,15035
ITG2,Sardegna,26,8042,7457,15499
ITG2,Sardegna,27,8363,7790,16153
ITG2,Sardegna,28,8596,7884,16480
ITG2,Sardegna,29,8769,8257,17026
ITG2,Sardegna,30,8824,8158,16982
ITG2,Sardegna,31,8872,8363,17235
ITG2,Sardegna,32,8912,8492,17404
ITG2,Sardegna,33,8863,8554,17417
ITG2,Sardegna,34,9273,8846,18119
ITG2,Sardegna,35,9525,8913,18438
ITG2,Sardegna,36,9579,9363,18942
ITG2,Sardegna,37,10236,9754,19990
ITG2,Sardegna,38,10085,9965,20050
ITG2,Sardegna,39,10730,10125,20855
ITG2,Sardegna,40,10588,10462,21050
ITG2,Sardegna,41,11782,11308,23090
ITG2,Sardegna,42,12024,11493,23517
ITG2,Sardegna,43,12380,12088,24468
ITG2,Sardegna,44,12958,12763,25721
ITG2,Sardegna,45,13758,13110,26868
ITG2,Sardegna,46,13690,13191,26881
ITG2,Sardegna,47,13439,13136,26575
ITG2,Sardegna,48,13078,13469,26547
ITG2,Sardegna,49,13228,12985,26213
ITG2,Sardegna,50,13507,13562,27069
ITG2,Sardegna,51,12974,13374,26348
ITG2,Sardegna,52,13541,13653,27194
ITG2,Sardegna,53,13569,13854,27423
ITG2,Sardegna,54,13588,13756,27344
ITG2,Sardegna,55,13807,14099,27906
ITG2,Sardegna,56,12979,13695,26674
ITG2,Sardegna,57,12692,13305,25997
ITG2,Sardegna,58,12336,13115,25451
ITG2,Sardegna,59,12153,12509,24662
ITG2,Sardegna,60,11773,12344,24117
ITG2,Sardegna,61,11535,12147,23682
ITG2,Sardegna,62,11437,12210,23647
ITG2,Sardegna,63,11188,11944,23132
ITG2,Sardegna,64,10855,11535,22390
ITG2,Sardegna,65,11009,11642,22651
ITG2,Sardegna,66,10445,11043,21488
ITG2,Sardegna,67,10181,10951,21132
ITG2,Sardegna,68,9898,10800,20698
ITG2,Sardegna,69,9968,10736,20704
ITG2,Sardegna,70,9622,10381,20003
ITG2,Sardegna,71,9616,10636,20252
ITG2,Sardegna,72,9162,10140,19302
ITG2,Sardegna,73,8586,9327,17913
ITG2,Sardegna,74,7730,8896,16626
ITG2,Sardegna,75,7408,8712,16120
ITG2,Sardegna,76,6823,8586,15409
ITG2,Sardegna,77,6992,8595,15587
ITG2,Sardegna,78,6228,7986,14214
ITG2,Sardegna,79,6683,8748,15431
ITG2,Sardegna,80,6162,8016,14178
ITG2,Sardegna,81,5268,7217,12485
ITG2,Sardegna,82,4663,6645,11308
ITG2,Sardegna,83,4312,6305,10617
ITG2,Sardegna,84,3596,5745,9341
ITG2,Sardegna,85,3615,5606,9221
ITG2,Sardegna,86,3244,5204,8448
ITG2,Sardegna,87,2651,4648,7299
ITG2,Sardegna,88,2293,4017,6310
ITG2,Sardegna,89,2064,3901,5965
ITG2,Sardegna,90,1550,3283,4833
ITG2,Sardegna,91,1241,2805,4046
ITG2,Sardegna,92,921,2235,3156
ITG2,Sardegna,93,767,1835,2602
ITG2,Sardegna,94,480,1334,1814
ITG2,Sardegna,95,374,1127,1501
ITG2,Sardegna,96,279,754,1033
ITG2,Sardegna,97,198,579,777
ITG2,Sardegna,98,126,377,503
ITG2,Sardegna,99,82,306,388
ITG2,Sardegna,100 and over,97,361,458
ITG2,Sardegna,Total,791696,819925,1611621
